Year,Month,State,Species,Metric Tons,Pounds
2003,Dec,Florida West Coast,"OYSTER, EASTERN",71.30,157279.00
2004,Dec,Florida West Coast,"OYSTER, EASTERN",93.30,205613.00
2005,Dec,Florida West Coast,"OYSTER, EASTERN",98.60,217275.00
2006,Dec,Florida West Coast,"OYSTER, EASTERN",130.30,287269.00
2007,Dec,Florida West Coast,"OYSTER, EASTERN",129.70,285835.00
2008,Dec,Florida West Coast,"OYSTER, EASTERN",103.90,229111.00
2009,Dec,Florida West Coast,"OYSTER, EASTERN",72.60,160024.00
2010,Dec,Florida West Coast,"OYSTER, EASTERN",88.10,194171.00
2011,Dec,Florida West Coast,"OYSTER, EASTERN",189.00,416637.00
2012,Dec,Florida West Coast,"OYSTER, EASTERN",50.40,111116.00
2013,Dec,Florida West Coast,"OYSTER, EASTERN",28.70,63378.00
2014,Dec,Florida West Coast,"OYSTER, EASTERN",27.50,60631.00
2015,Dec,Florida West Coast,"OYSTER, EASTERN",32.90,72541.00
2016,Dec,Florida West Coast,"OYSTER, EASTERN",24.50,54025.00
1990,Dec,Louisiana,"OYSTER, EASTERN",161.20,355399.00
1991,Dec,Louisiana,"OYSTER, EASTERN",206.70,455744.00
1992,Dec,Louisiana,"OYSTER, EASTERN",348.90,769293.00
1993,Dec,Louisiana,"OYSTER, EASTERN",462.00,1018616.00
1994,Dec,Louisiana,"OYSTER, EASTERN",399.60,880864.00
1995,Dec,Louisiana,"OYSTER, EASTERN",675.90,1490011.00
1996,Dec,Louisiana,"OYSTER, EASTERN",721.60,1590869.00
1997,Dec,Louisiana,"OYSTER, EASTERN",394.30,869198.00
1998,Dec,Louisiana,"OYSTER, EASTERN",269.20,593497.00
1999,Dec,Louisiana,"OYSTER, EASTERN",470.90,1038079.00
2000,Dec,Louisiana,"OYSTER, EASTERN",401.40,884831.00
2001,Dec,Louisiana,"OYSTER, EASTERN",645.80,1423633.00
2002,Dec,Louisiana,"OYSTER, EASTERN",545.80,1203211.00
2003,Dec,Louisiana,"OYSTER, EASTERN",290.30,639926.00
2004,Dec,Louisiana,"OYSTER, EASTERN",489.40,1079014.00
2005,Dec,Louisiana,"OYSTER, EASTERN",374.50,825523.00
2006,Dec,Louisiana,"OYSTER, EASTERN",264.40,582913.00
2007,Dec,Louisiana,"OYSTER, EASTERN",667.40,1471320.00
2008,Dec,Louisiana,"OYSTER, EASTERN",417.90,921356.00
2009,Dec,Louisiana,"OYSTER, EASTERN",442.40,975404.00
2010,Dec,Louisiana,"OYSTER, EASTERN",113.90,251150.00
2011,Dec,Louisiana,"OYSTER, EASTERN",601.30,1325675.00
2012,Dec,Louisiana,"OYSTER, EASTERN",149.50,329511.00
2013,Dec,Louisiana,"OYSTER, EASTERN",241.00,531305.00
2014,Dec,Louisiana,"OYSTER, EASTERN",385.00,848690.00
2015,Dec,Louisiana,"OYSTER, EASTERN",354.20,780864.00
2016,Dec,Louisiana,"OYSTER, EASTERN",302.10,666026.00
1990,Dec,Mississippi,"OYSTER, EASTERN",31.30,69073.00
1991,Dec,Mississippi,"OYSTER, EASTERN",15.90,35116.00
1992,Dec,Mississippi,"OYSTER, EASTERN",106.10,233984.00
1997,Dec,Mississippi,"OYSTER, EASTERN",0.30,663.00
2002,Dec,Mississippi,"OYSTER, EASTERN",99.50,219304.00
2003,Dec,Mississippi,"OYSTER, EASTERN",428.80,945432.00
2004,Dec,Mississippi,"OYSTER, EASTERN",187.30,412856.00
2007,Dec,Mississippi,"OYSTER, EASTERN",71.20,157040.00
2008,Dec,Mississippi,"OYSTER, EASTERN",333.30,734792.00
2009,Dec,Mississippi,"OYSTER, EASTERN",11.50,25384.00
2010,Dec,Mississippi,"OYSTER, EASTERN",31.20,68704.00
2012,Dec,Mississippi,"OYSTER, EASTERN",64.40,142048.00
2013,Dec,Mississippi,"OYSTER, EASTERN",17.70,38992.00
2014,Dec,Mississippi,"OYSTER, EASTERN",18.10,39952.00
2015,Dec,Mississippi,"OYSTER, EASTERN",39.80,87712.00
2016,Dec,Mississippi,"OYSTER, EASTERN",1.60,3472.00
1990,Dec,Texas,"OYSTER, EASTERN",168.30,371110.00
1991,Dec,Texas,"OYSTER, EASTERN",204.00,449686.00
1992,Dec,Texas,"OYSTER, EASTERN",205.90,453958.00
1993,Dec,Texas,"OYSTER, EASTERN",253.70,559270.00
1994,Dec,Texas,"OYSTER, EASTERN",359.30,792072.00
1995,Dec,Texas,"OYSTER, EASTERN",256.20,564789.00
1996,Dec,Texas,"OYSTER, EASTERN",323.00,712083.00
1997,Dec,Texas,"OYSTER, EASTERN",280.80,618946.00
1998,Dec,Texas,"OYSTER, EASTERN",223.40,492578.00
1999,Dec,Texas,"OYSTER, EASTERN",423.80,934279.00
2000,Dec,Texas,"OYSTER, EASTERN",361.70,797497.00
2001,Dec,Texas,"OYSTER, EASTERN",231.10,509590.00
2002,Dec,Texas,"OYSTER, EASTERN",294.10,648329.00
2003,Dec,Texas,"OYSTER, EASTERN",478.50,1054927.00
2004,Dec,Texas,"OYSTER, EASTERN",266.80,588288.00
2005,Dec,Texas,"OYSTER, EASTERN",271.20,597967.00
2006,Dec,Texas,"OYSTER, EASTERN",404.50,891850.00
2007,Dec,Texas,"OYSTER, EASTERN",189.50,417843.00
2008,Dec,Texas,"OYSTER, EASTERN",181.20,399482.00
2009,Dec,Texas,"OYSTER, EASTERN",194.40,428484.00
2010,Dec,Texas,"OYSTER, EASTERN",424.80,936596.00
2012,Dec,Texas,"OYSTER, EASTERN",385.50,849868.00
2013,Dec,Texas,"OYSTER, EASTERN",314.80,693960.00
2014,Dec,Texas,"OYSTER, EASTERN",209.10,461069.00
2015,Dec,Texas,"OYSTER, EASTERN",70.60,155613.00
2016,Dec,Texas,"OYSTER, EASTERN",238.00,524694.00
2017,NSP,Alabama,"OYSTER, EASTERN",11.90,26240.00
2017,NSP,Florida West Coast,"OYSTER, EASTERN",356.40,785701.00
2017,NSP,Louisiana,"OYSTER, EASTERN",6045.10,13327088.00
2017,NSP,Mississippi,"OYSTER, EASTERN",27.00,59568.00
2017,NSP,Texas,"OYSTER, EASTERN",1589.20,3503518.00
