Year,Month,State,Species,Metric Tons,Pounds,$
2002,May,Florida West Coast,"PORGY, KNOBBED",1.2,"2,642","1,881"
2003,May,Florida West Coast,"PORGY, KNOBBED",1.2,"2,620","1,578"
2004,May,Florida West Coast,"PORGY, KNOBBED",0.7,"1,476",809
2005,May,Florida West Coast,"PORGY, KNOBBED",0.4,970,787
2006,May,Florida West Coast,"PORGY, KNOBBED",0.2,363,397
2007,May,Florida West Coast,"PORGY, KNOBBED",0.1,201,147
2008,May,Florida West Coast,"PORGY, KNOBBED",0,67,56
2009,May,Florida West Coast,"PORGY, KNOBBED",0,25,23
2011,May,Florida West Coast,"PORGY, KNOBBED",0.5,"1,049","1,254"
2012,May,Florida West Coast,"PORGY, KNOBBED",0.3,690,644
2013,May,Florida West Coast,"PORGY, KNOBBED",0,101,82
2014,May,Florida West Coast,"PORGY, KNOBBED",0.2,417,441
2015,May,Florida West Coast,"PORGY, KNOBBED",0.9,"1,955","1,004"
2016,May,Florida West Coast,"PORGY, KNOBBED",0.7,"1,466","1,330"
1996,May,Florida West Coast,"PORGY, RED",0.1,266,214
1997,May,Florida West Coast,"PORGY, RED",1.7,"3,772","3,068"
1998,May,Florida West Coast,"PORGY, RED",2.9,"6,457","5,929"
1999,May,Florida West Coast,"PORGY, RED",4.2,"9,209","8,203"
2000,May,Florida West Coast,"PORGY, RED",3.6,"7,963","8,107"
2001,May,Florida West Coast,"PORGY, RED",4.3,"9,427","10,725"
2002,May,Florida West Coast,"PORGY, RED",5.5,"12,056","13,319"
2003,May,Florida West Coast,"PORGY, RED",3.1,"6,928","7,019"
2004,May,Florida West Coast,"PORGY, RED",8.7,"19,151","20,764"
2005,May,Florida West Coast,"PORGY, RED",2.3,"4,982","5,001"
2006,May,Florida West Coast,"PORGY, RED",2.1,"4,720","5,383"
2007,May,Florida West Coast,"PORGY, RED",3.6,"7,882","8,545"
2008,May,Florida West Coast,"PORGY, RED",3.7,"8,151","9,413"
2009,May,Florida West Coast,"PORGY, RED",8.1,"17,924","22,105"
2010,May,Florida West Coast,"PORGY, RED",9.5,"20,953","24,533"
2011,May,Florida West Coast,"PORGY, RED",8.6,"19,002","22,623"
2012,May,Florida West Coast,"PORGY, RED",27.3,"60,228","73,490"
2013,May,Florida West Coast,"PORGY, RED",13,"28,662","35,897"
2014,May,Florida West Coast,"PORGY, RED",15.1,"33,365","42,884"
2015,May,Florida West Coast,"PORGY, RED",9.6,"21,065","28,588"
2016,May,Florida West Coast,"PORGY, RED",8,"17,567","23,829"
2014,May,Florida West Coast,"PORGY,GRASS",0.1,152,243
2016,May,Florida West Coast,"PORGY,GRASS",0,84,41
2002,May,Louisiana,"PORGY, KNOBBED",0,19,18
1999,May,Louisiana,"PORGY, RED",0.5,"1,185","1,277"
2000,May,Louisiana,"PORGY, RED",0.5,"1,005","1,056"
2001,May,Louisiana,"PORGY, RED",0.3,737,783
2002,May,Louisiana,"PORGY, RED",0.4,948,921
2003,May,Louisiana,"PORGY, RED",0.8,"1,837","1,854"
2004,May,Louisiana,"PORGY, RED",0.4,878,848
2005,May,Louisiana,"PORGY, RED",1.2,"2,543","2,539"
2007,May,Louisiana,"PORGY, RED",0.3,633,533
2009,May,Louisiana,"PORGY, RED",0.3,623,599
2014,May,Louisiana,"PORGY, RED",1.3,"2,811","3,167"
2016,May,Louisiana,"PORGY, RED",0.4,822,906
1999,May,Louisiana,"PORGY, WHITEBONE",0.2,407,351
2000,May,Louisiana,"PORGY, WHITEBONE",0,110,136
2001,May,Louisiana,"PORGY, WHITEBONE",0.2,436,229
2002,May,Louisiana,"PORGY, WHITEBONE",0.6,"1,218",920
2003,May,Louisiana,"PORGY, WHITEBONE",0.1,196,81
2004,May,Louisiana,"PORGY, WHITEBONE",0.1,212,166
2002,May,Mississippi,"PORGY, RED",0.2,504,485
2002,Jun,Alabama,"PORGY, RED",0.1,248,372
