Year,Month,State,Species,Metric Tons,Pounds,$
2002,Jan,Florida West Coast,"SNAPPER, SCHOOLMASTER",0,58,21
1990,Jan,Florida West Coast,"SNAPPER, SILK",1,"2,296","3,625"
1991,Jan,Florida West Coast,"SNAPPER, SILK",1.2,"2,625","4,591"
1992,Jan,Florida West Coast,"SNAPPER, SILK",11.2,"24,766","45,346"
1993,Jan,Florida West Coast,"SNAPPER, SILK",3,"6,691","14,304"
1994,Jan,Florida West Coast,"SNAPPER, SILK",2.3,"5,007","10,955"
1995,Jan,Florida West Coast,"SNAPPER, SILK",1.8,"3,995","9,190"
1996,Jan,Florida West Coast,"SNAPPER, SILK",4.6,"10,063","19,781"
1997,Jan,Florida West Coast,"SNAPPER, SILK",3.5,"7,658","18,316"
1998,Jan,Florida West Coast,"SNAPPER, SILK",4.9,"10,836","25,199"
1999,Jan,Florida West Coast,"SNAPPER, SILK",1.2,"2,632","6,307"
2000,Jan,Florida West Coast,"SNAPPER, SILK",1.5,"3,297","7,649"
2001,Jan,Florida West Coast,"SNAPPER, SILK",2.2,"4,828","12,413"
2002,Jan,Florida West Coast,"SNAPPER, SILK",1.8,"3,879","9,675"
2003,Jan,Florida West Coast,"SNAPPER, SILK",0.6,"1,223","3,295"
2004,Jan,Florida West Coast,"SNAPPER, SILK",1.5,"3,332","8,533"
2005,Jan,Florida West Coast,"SNAPPER, SILK",1.7,"3,823","10,290"
2006,Jan,Florida West Coast,"SNAPPER, SILK",1.3,"2,950","8,503"
2007,Jan,Florida West Coast,"SNAPPER, SILK",1.3,"2,862","8,974"
2008,Jan,Florida West Coast,"SNAPPER, SILK",0.9,"1,938","5,581"
2009,Jan,Florida West Coast,"SNAPPER, SILK",0.5,"1,207","3,646"
2010,Jan,Florida West Coast,"SNAPPER, SILK",1,"2,310","7,885"
2011,Jan,Florida West Coast,"SNAPPER, SILK",1.1,"2,321","8,053"
2012,Jan,Florida West Coast,"SNAPPER, SILK",2.2,"4,930","17,096"
2013,Jan,Florida West Coast,"SNAPPER, SILK",0.6,"1,335","4,742"
2014,Jan,Florida West Coast,"SNAPPER, SILK",0.9,"1,935","7,149"
2015,Jan,Florida West Coast,"SNAPPER, SILK",1.4,"3,121","11,450"
2016,Jan,Florida West Coast,"SNAPPER, SILK",0,104,401
1990,Jan,Florida West Coast,"SNAPPER, VERMILION",19.4,"42,809","76,593"
1991,Jan,Florida West Coast,"SNAPPER, VERMILION",30.4,"67,008","128,805"
1992,Jan,Florida West Coast,"SNAPPER, VERMILION",23.3,"51,334","71,675"
1993,Jan,Florida West Coast,"SNAPPER, VERMILION",63.1,"139,046","256,761"
1994,Jan,Florida West Coast,"SNAPPER, VERMILION",40.3,"88,765","150,775"
1995,Jan,Florida West Coast,"SNAPPER, VERMILION",58.2,"128,252","236,607"
1996,Jan,Florida West Coast,"SNAPPER, VERMILION",43.4,"95,766","176,284"
1997,Jan,Florida West Coast,"SNAPPER, VERMILION",32.3,"71,205","134,817"
1998,Jan,Florida West Coast,"SNAPPER, VERMILION",15.2,"33,462","71,354"
1999,Jan,Florida West Coast,"SNAPPER, VERMILION",35.4,"78,121","169,449"
2000,Jan,Florida West Coast,"SNAPPER, VERMILION",14.2,"31,370","67,378"
2001,Jan,Florida West Coast,"SNAPPER, VERMILION",18.6,"41,049","100,767"
2002,Jan,Florida West Coast,"SNAPPER, VERMILION",31.1,"68,587","135,533"
2003,Jan,Florida West Coast,"SNAPPER, VERMILION",28.6,"63,103","130,050"
2004,Jan,Florida West Coast,"SNAPPER, VERMILION",26.4,"58,306","116,967"
2005,Jan,Florida West Coast,"SNAPPER, VERMILION",19.8,"43,675","86,551"
2006,Jan,Florida West Coast,"SNAPPER, VERMILION",13.5,"29,851","70,235"
2007,Jan,Florida West Coast,"SNAPPER, VERMILION",14.8,"32,530","80,302"
2008,Jan,Florida West Coast,"SNAPPER, VERMILION",22.7,"49,988","119,595"
2009,Jan,Florida West Coast,"SNAPPER, VERMILION",61.6,"135,719","318,052"
2010,Jan,Florida West Coast,"SNAPPER, VERMILION",64.5,"142,286","322,537"
